id_student,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268
11391,0.0,0.0,0.0,0.0,0.0,8.909090909090908,0.0,0.0,0.0,0.0,4.9,7.9375,2.0,0.0,0.0,0.0,1.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.6666666666666667,1.5,0.0,0.0,0.0,0.0,0.0,5.777777777777778,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.3333333333333335,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.375,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,2.6,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.888888888888889,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28400,5.0,0.0,2.25,4.2631578947368425,1.8571428571428572,1.3333333333333333,2.0,0.0,6.4,0.0,3.2,4.0,0.0,0.0,3.2222222222222223,2.25,4.055555555555555,1.4,3.933333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.111111111111111,0.0,0.0,0.0,0.0,0.0,4.75,3.0,3.7142857142857144,0.0,0.0,0.0,6.181818181818182,0.0,0.0,0.0,2.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,1.0,0.0,0.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.0,0.0,3.8333333333333335,0.0,0.0,0.0,2.0,0.0,4.333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,4.7,0.0,0.0,0.0,0.0,2.6666666666666665,1.0,3.0,2.4444444444444446,0.0,1.0,0.0,0.0,2.25,1.0,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,2.090909090909091,0.0,1.0,0.0,0.0,0.0,3.4545454545454546,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,2.1666666666666665,0.0,1.5,0.0,0.0,0.0,3.857142857142857,1.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,2.4,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.6,4.0,9.6,0.0,1.8,0.0,0.0,0.0,0.0,0.0,11.75,0.0,0.0,0.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,1.0,0.0,3.7333333333333334,3.5555555555555554,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30268,2.5,1.0,1.0,0.0,0.0,0.0,0.0,3.6666666666666665,4.363636363636363,2.4166666666666665,0.0,0.0,0.0,0.0,3.6,5.285714285714286,5.333333333333333,0.0,0.0,5.5,0.0,3.25,3.7142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31604,6.666666666666667,4.6,0.0,0.0,3.857142857142857,0.0,1.0,0.0,2.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,4.833333333333333,0.0,3.4166666666666665,2.7142857142857144,3.5,4.333333333333333,2.0,1.3333333333333333,0.0,2.9285714285714284,1.25,4.454545454545454,0.0,1.5,0.0,2.0,3.5,1.5,2.0,0.0,0.0,5.333333333333333,1.8,4.625,3.0,0.0,2.0,1.5,0.0,0.0,5.0,2.9411764705882355,2.8,2.875,3.0,0.0,2.3333333333333335,4.25,0.0,0.0,1.0,0.0,0.0,2.875,2.2,4.4,1.25,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.5,0.0,6.0,4.333333333333333,6.142857142857143,0.0,0.0,0.0,1.8333333333333333,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,2.5555555555555554,0.0,1.3333333333333333,5.142857142857143,0.0,1.25,3.0,2.0,0.0,2.1666666666666665,0.0,7.333333333333333,0.0,0.0,3.5,4.0,3.25,0.0,3.4,4.0,1.6666666666666667,1.8333333333333333,2.0,0.0,0.0,0.0,3.0,2.3333333333333335,0.0,1.0,4.333333333333333,0.0,0.0,8.666666666666666,0.0,4.0,0.0,0.0,0.0,1.0,0.0,5.1,0.0,3.1666666666666665,3.2,0.0,0.0,3.875,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,4.25,1.0,3.076923076923077,1.0,5.6,0.0,1.0,0.0,0.0,0.0,1.625,0.0,1.2,0.0,2.2222222222222223,1.6666666666666667,2.8333333333333335,1.0,7.333333333333333,0.0,0.0,0.0,2.6666666666666665,1.0,0.0,3.25,0.0,0.0,0.0,0.0,5.5,0.0,2.0,0.0,0.0,0.0,4.428571428571429,0.0,0.0,1.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,2.4444444444444446,0.0,0.0,0.0,0.0,3.2857142857142856,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,1.7692307692307692,7.333333333333333,3.0,1.5,1.0,4.333333333333333,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,4.285714285714286,2.0,2.272727272727273,3.3333333333333335,10.0,1.3333333333333333,0.0,0.0,0.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32885,4.333333333333333,3.25,3.0,1.75,5.25,5.285714285714286,0.0,3.0,5.769230769230769,0.0,0.0,3.4,2.2,1.5714285714285714,2.0,0.0,2.3333333333333335,0.0,0.0,0.0,6.666666666666667,5.666666666666667,3.6666666666666665,5.166666666666667,0.0,0.0,0.0,0.0,3.0,1.5,2.0,1.5,0.0,4.5,1.3333333333333333,0.0,1.8,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.0,0.0,0.0,0.0,3.357142857142857,1.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.7,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.6,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.272727272727273,1.0,0.0,1.4,1.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,2.4,1.5,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.4,0.0,0.0,2.6,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38053,5.357142857142857,3.857142857142857,2.25,0.0,5.666666666666667,12.0,9.333333333333334,2.6666666666666665,2.0,3.3333333333333335,4.8,2.2,2.6,0.0,4.333333333333333,2.75,2.888888888888889,2.6666666666666665,7.0,3.0,2.6666666666666665,1.8,0.0,1.6,2.5,3.0,1.7142857142857142,1.6,3.5,6.636363636363637,1.0,3.0,2.5,3.25,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.0,1.0,2.9,3.3333333333333335,2.75,0.0,2.0,2.125,0.0,0.0,2.1666666666666665,3.5555555555555554,0.0,0.0,2.5,0.0,0.0,0.0,0.0,4.0,0.0,1.6666666666666667,5.0,0.0,4.7,3.2222222222222223,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,3.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.636363636363637,0.0,0.0,2.6666666666666665,0.0,3.6666666666666665,0.0,0.0,2.466666666666667,0.0,1.0,0.0,0.0,0.0,3.5,2.142857142857143,2.5,2.3333333333333335,0.0,6.6,2.0,0.0,2.4,0.0,2.75,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.5,3.857142857142857,1.5,2.0,1.5,0.0,1.0,0.0,4.111111111111111,0.0,2.0,0.0,0.0,1.8888888888888888,3.75,2.125,2.6,2.0,0.0,1.3333333333333333,0.0,1.0,3.6666666666666665,0.0,0.0,0.0,2.7142857142857144,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.16,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,1.3333333333333333,0.0,4.0,0.0,2.9,1.0,0.0,0.0,0.0,1.0,1.6666666666666667,3.923076923076923,1.0,1.6666666666666667,1.75,1.0,0.0,0.0,2.0,0.0,0.0,3.142857142857143,5.666666666666667,0.0,5.766666666666667,0.0,5.186046511627907,4.0,0.0,5.0,0.0,5.666666666666667,2.5,0.0,1.6666666666666667,1.6666666666666667,0.0,1.6666666666666667,1.0,4.5,0.0,3.3333333333333335,1.75,1.0,0.0,2.0,4.8,1.6666666666666667,2.3333333333333335,4.666666666666667,2.375,0.0,0.0,2.0,1.5,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0
45462,2.2,0.0,6.2,0.0,0.0,10.666666666666666,4.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5454545454545454,4.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.8,13.5,3.2857142857142856,0.0,0.0,0.0,0.0,5.777777777777778,0.0,1.0,2.0,0.0,7.75,5.0,2.0,8.5,0.0,0.0,0.0,6.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,1.25,0.0,2.875,0.0,3.2,2.25,0.0,0.0,0.0,0.0,1.6666666666666667,1.0,0.0,1.25,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.8571428571428572,0.0,2.5,1.6,7.666666666666667,2.3333333333333335,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,7.222222222222222,1.0,2.0,1.0,1.0,4.0,0.0,4.2,0.0,3.3333333333333335,0.0,2.5,1.5,0.0,2.0,0.0,0.0,6.5,4.333333333333333,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.4285714285714284,0.0,0.0,0.0,0.0,0.0,1.0,1.8333333333333333,4.125,3.3333333333333335,1.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,7.714285714285714,0.0,0.0,0.0,2.3333333333333335,0.0,2.0,3.3333333333333335,3.3333333333333335,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.333333333333333,0.0,0.0,1.8,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,4.0,4.666666666666667,8.0,0.0,0.0,0.0,0.0,0.0,2.8,1.6666666666666667,2.6666666666666665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.3333333333333335,14.666666666666666,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45642,0.0,2.0,0.0,0.0,0.0,2.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,2.0,0.0,0.0,0.0,2.0,1.6,2.5833333333333335,0.0,2.6666666666666665,1.3333333333333333,2.7333333333333334,1.75,4.357142857142857,4.176470588235294,0.0,0.0,2.8,2.5,0.0,3.3636363636363638,0.0,0.0,2.125,2.5,1.8,0.0,0.0,0.0,1.7,1.5714285714285714,0.0,3.5,1.6666666666666667,2.1666666666666665,0.0,0.0,2.272727272727273,1.0,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,3.888888888888889,3.75,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.5,0.0,3.75,2.4,0.0,2.6,1.7142857142857142,0.0,0.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6,1.0,3.25,1.25,0.0,1.0,0.0,1.0,1.0,0.0,2.3636363636363638,0.0,0.0,2.142857142857143,7.5,0.0,4.5,1.5,0.0,1.0,4.5,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666667,0.0,2.0,2.5714285714285716,1.3333333333333333,0.0,0.0,0.0,0.0,1.0,2.6666666666666665,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,1.8,0.0,0.0,3.142857142857143,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.333333333333333,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,2.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.3333333333333335,0.0,0.0,1.4285714285714286,1.6666666666666667,0.0,0.0,1.0,2.0,2.6666666666666665,0.0,0.0,2.1666666666666665,0.0,3.2222222222222223,2.0,1.25,2.0,0.0,0.0,2.7142857142857144,2.0,4.5,3.7,1.6,0.0,0.0,3.4444444444444446,0.0,0.0,1.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0
52130,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5,0.0,2.5,1.0,0.0,0.0,0.0,0.0,2.0,2.272727272727273,2.2,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333,1.5,2.0,2.3333333333333335,6.277777777777778,4.8,0.0,4.9,0.0,4.285714285714286,0.0,0.0,3.5,0.0,2.5,2.5,1.75,4.5,0.0,2.6666666666666665,1.5,2.5,1.0,1.5,0.0,0.0,4.5,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.4,2.1666666666666665,5.25,5.0,1.0,0.0,0.0,2.25,1.0,2.5,0.0,1.5,0.0,2.3333333333333335,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,4.666666666666667,0.0,0.0,4.5,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.5,0.0,0.0,3.727272727272727,3.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,4.0,4.0,0.0,1.5,0.0,0.0,0.0,2.0,0.0,2.25,0.0,0.0,5.0,0.0,4.222222222222222,3.6666666666666665,4.333333333333333,5.285714285714286,5.363636363636363,1.75,4.75,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.5,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,2.25,0.0,2.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,2.3333333333333335,1.25,0.0,0.0,1.0,2.4,0.0,0.0,1.8,2.4,2.0,2.142857142857143,4.0,2.25,0.0,2.6666666666666665,2.0,5.5,4.75,0.0,0.0,3.6,1.3333333333333333,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.875,2.0,0.0,0.0,2.4,1.5,2.0,0.0,2.4285714285714284,3.142857142857143,1.3333333333333333,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,4.8,3.6,4.375,1.0,0.0,0.0,21.0,0.0,0.0,3.5,5.666666666666667,1.0,2.6,1.5,3.2,2.7777777777777777,0.0,4.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,1.875,1.8571428571428572,1.8888888888888888,0.0,4.6,1.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53025,0.0,0.0,0.0,4.909090909090909,5.6923076923076925,3.5,2.0,2.0,0.0,0.0,0.0,0.0,3.5384615384615383,1.0,2.6923076923076925,2.75,1.6,0.0,0.0,3.0,5.846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,10.4,3.75,2.4285714285714284,2.0,0.0,2.8,0.0,0.0,3.0,0.0,4.571428571428571,0.0,2.6,1.3333333333333333,1.6,3.0,0.0,3.6,0.0,2.0,0.0,2.857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,2.7142857142857144,3.5454545454545454,1.7,1.6,0.0,0.0,3.6363636363636362,2.0,2.6,3.0,3.0,0.0,2.857142857142857,0.0,3.6,1.0,3.75,5.285714285714286,4.636363636363637,1.6666666666666667,5.0,2.0,0.0,3.9,0.0,3.090909090909091,4.2,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,2.6666666666666665,1.5,1.4,0.0,1.0,3.5,5.375,0.0,6.714285714285714,4.2,4.0,4.666666666666667,3.6666666666666665,0.0,0.0,2.6,2.2,1.0,2.5,0.0,0.0,2.6,0.0,2.4285714285714284,2.6,3.0,4.444444444444445,1.6,2.6,3.5714285714285716,4.666666666666667,0.0,3.4444444444444446,1.3333333333333333,0.0,1.8571428571428572,2.142857142857143,4.0,10.0,8.125,6.0,2.3333333333333335,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.222222222222222,0.0,6.181818181818182,2.2,3.125,3.857142857142857,0.0,4.555555555555555,3.4285714285714284,1.8333333333333333,1.3333333333333333,1.6666666666666667,1.8571428571428572,0.0,0.0,3.4,2.0,0.0,2.5,0.0,2.857142857142857,1.6,4.6,0.0,1.25,3.2222222222222223,1.0,0.0,4.857142857142857,2.4285714285714284,5.714285714285714,0.0,0.0,0.0,0.0,6.4,4.5,5.0,2.0,0.0,0.0,3.7777777777777777,0.0,0.0,3.2857142857142856,1.6,0.0,4.666666666666667,1.6,1.8,0.0,0.0,2.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,2.0,2.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,1.7777777777777777,0.0,0.0,4.5,0.0,2.0,0.0,4.2,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,1.0,0.0,0.0,5.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,4.4,2.4,10.666666666666666,2.6666666666666665,2.0,1.3333333333333333,1.0,0.0,0.0,3.3333333333333335,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
